global_step,accuracy,accuracy_baseline,auc,auc_precision_recall,loss,average_loss,label/mean,prediction/mean,train_time
00010000,0.664007,0.521632,0.729312,0.712225,76.3284,0.608941,0.478368,0.447048,0.144112
00020000,0.649893,0.521632,0.725192,0.7101,79.8932,0.637381,0.478368,0.567846,0.138714
00030000,0.676281,0.521632,0.736164,0.719876,78.2328,0.624134,0.478368,0.534929,0.142413
00040000,0.672906,0.521632,0.745488,0.731346,77.6409,0.619412,0.478368,0.446976,0.133222
00050000,0.676588,0.521632,0.751654,0.740381,78.3067,0.624724,0.478368,0.417345,0.133101
00060000,0.673826,0.521632,0.753279,0.742928,81.8785,0.653219,0.478368,0.395342,0.133655
00070000,0.682725,0.521632,0.761178,0.753742,75.7921,0.604662,0.478368,0.422828,0.133911
00080000,0.69684,0.521632,0.762528,0.755444,74.9224,0.597724,0.478368,0.507457,0.135492
00090000,0.699908,0.521632,0.769637,0.758151,74.79,0.596667,0.478368,0.44775,0.135392
00100000,0.705431,0.521632,0.774615,0.770008,73.5619,0.58687,0.478368,0.502269,0.137435
00110000,0.707272,0.521632,0.779341,0.779226,74.5264,0.594565,0.478368,0.487166,0.135815
00120000,0.705738,0.521632,0.773074,0.768101,76.7528,0.612327,0.478368,0.513744,0.135444
00130000,0.712795,0.521632,0.780321,0.776909,74.5836,0.595021,0.478368,0.505799,0.137466
00140000,0.700522,0.521632,0.779541,0.780247,76.1498,0.607516,0.478368,0.516036,0.133551
00150000,0.694078,0.521632,0.772048,0.772081,78.2677,0.624413,0.478368,0.540968,0.135746
00160000,0.720466,0.521632,0.7864,0.784507,75.5775,0.602951,0.478368,0.484676,0.135218
00170000,0.717398,0.521632,0.783113,0.777412,77.0494,0.614693,0.478368,0.506349,0.138197
00180000,0.722001,0.521632,0.78782,0.785818,74.6031,0.595177,0.478368,0.481926,0.134932
00190000,0.705738,0.521632,0.782492,0.777948,78.6819,0.627717,0.478368,0.528509,0.134827
00200000,0.705738,0.521632,0.784897,0.783801,76.581,0.610956,0.478368,0.531287,0.140439
00210000,0.72016,0.521632,0.787066,0.777886,77.1525,0.615515,0.478368,0.472234,0.134366
00220000,0.719853,0.521632,0.783394,0.777732,76.2954,0.608678,0.478368,0.471223,0.137979
00230000,0.707886,0.521632,0.785157,0.782116,77.362,0.617187,0.478368,0.412283,0.134704
00240000,0.705738,0.521632,0.78307,0.778116,77.5104,0.618371,0.478368,0.540857,0.1349
00250000,0.709727,0.521632,0.784432,0.78046,79.2299,0.632089,0.478368,0.529665,0.133866
00260000,0.714636,0.521632,0.790602,0.79019,77.6395,0.619401,0.478368,0.413632,0.138246
00270000,0.724455,0.521632,0.790328,0.789968,75.4886,0.602241,0.478368,0.469208,0.135209
00280000,0.720773,0.521632,0.791005,0.79017,77.0689,0.614849,0.478368,0.432577,0.138543
00290000,0.723228,0.521632,0.789649,0.786709,76.3479,0.609096,0.478368,0.477078,0.135422
00300000,0.722614,0.521632,0.789251,0.790894,79.5448,0.634601,0.478368,0.425217,0.131952
