global_step,accuracy,accuracy_baseline,auc,auc_precision_recall,loss,average_loss,label/mean,prediction/mean,train_time
00010000,0.968331,0.510337,0.990429,0.991235,14.4703,0.113163,0.510337,0.500336,0.272296
00020000,0.968177,0.510337,0.990233,0.992042,16.8737,0.131958,0.510337,0.492681,0.285634
00030000,0.9729,0.510337,0.989805,0.992093,17.3324,0.135546,0.510337,0.500008,0.282659
00040000,0.971738,0.510337,0.988853,0.99139,18.9702,0.148354,0.510337,0.501314,0.278576
00050000,0.970267,0.510337,0.988312,0.991152,20.6798,0.161724,0.510337,0.497433,0.278665
00060000,0.968564,0.510337,0.986941,0.990169,22.9967,0.179843,0.510337,0.502596,0.27844
00070000,0.972048,0.510337,0.987824,0.9911,21.6579,0.169372,0.510337,0.500737,0.281166
00080000,0.964305,0.510337,0.983732,0.988744,28.6349,0.223935,0.510337,0.490918,0.282238
00090000,0.970577,0.510337,0.987375,0.990922,23.1333,0.180911,0.510337,0.500315,0.280888
00100000,0.96988,0.510337,0.986938,0.990589,24.6313,0.192625,0.510337,0.499665,0.282454
00110000,0.96957,0.510337,0.987798,0.990496,23.2351,0.181707,0.510337,0.509054,0.282288
00120000,0.969648,0.510337,0.986406,0.990336,25.1554,0.196725,0.510337,0.497188,0.279041
00130000,0.969261,0.510337,0.985914,0.989836,25.6714,0.20076,0.510337,0.504761,0.283152
00140000,0.968022,0.510337,0.985356,0.989894,27.7443,0.216971,0.510337,0.493384,0.279171
00150000,0.969493,0.510337,0.985638,0.989682,26.7347,0.209075,0.510337,0.502011,0.282343
00160000,0.971971,0.510337,0.986889,0.990793,26.3102,0.205755,0.510337,0.500017,0.28477
00170000,0.96957,0.510337,0.985462,0.990109,27.6016,0.215854,0.510337,0.495621,0.281097
00180000,0.963376,0.510337,0.983607,0.987358,29.6634,0.231979,0.510337,0.511485,0.281978
00190000,0.968022,0.510337,0.984794,0.989702,29.4162,0.230045,0.510337,0.495345,0.284254
00200000,0.969493,0.510337,0.985653,0.98992,27.6578,0.216294,0.510337,0.500755,0.282826
00210000,0.968331,0.510337,0.984992,0.98907,29.2426,0.228688,0.510337,0.505273,0.282443
00220000,0.968254,0.510337,0.985793,0.989509,28.4159,0.222222,0.510337,0.50708,0.280619
00230000,0.968331,0.510337,0.98511,0.989773,28.9065,0.226059,0.510337,0.495558,0.284004
00240000,0.968796,0.510337,0.986643,0.990006,27.4861,0.214951,0.510337,0.504664,0.278695
00250000,0.969725,0.510337,0.985384,0.989592,28.062,0.219455,0.510337,0.50003,0.285149
00260000,0.968409,0.510337,0.985271,0.990098,29.0643,0.227294,0.510337,0.497154,0.280459
00270000,0.968331,0.510337,0.984763,0.98952,29.3126,0.229235,0.510337,0.496627,0.283055
00280000,0.967712,0.510337,0.984821,0.989769,29.6366,0.231769,0.510337,0.495431,0.280551
00290000,0.969028,0.510337,0.986574,0.990081,27.7613,0.217103,0.510337,0.508299,0.285656
00300000,0.967789,0.510337,0.984352,0.989336,30.7579,0.240538,0.510337,0.495635,0.276731
