global_step,accuracy,accuracy_baseline,auc,auc_precision_recall,loss,average_loss,label/mean,prediction/mean,train_time
00010000,0.914053,0.510337,0.971792,0.974748,29.2474,0.228725,0.510337,0.471001,1.15815
00020000,0.921951,0.510337,0.983387,0.985594,26.682,0.208663,0.510337,0.566481,1.14976
00030000,0.947193,0.510337,0.985649,0.988409,22.4428,0.175511,0.510337,0.474185,1.17023
00040000,0.94007,0.510337,0.983579,0.98791,27.525,0.215255,0.510337,0.459929,1.16849
00050000,0.954549,0.510337,0.984607,0.989026,23.1562,0.18109,0.510337,0.481088,1.1632
00060000,0.960898,0.510337,0.987047,0.989894,18.4905,0.144602,0.510337,0.508877,1.15527
00070000,0.949206,0.510337,0.987501,0.989157,21.9049,0.171304,0.510337,0.542288,1.1654
00080000,0.963763,0.510337,0.986782,0.990495,20.2445,0.15832,0.510337,0.494092,1.1552
00090000,0.965854,0.510337,0.987662,0.990748,18.6766,0.146058,0.510337,0.50212,1.16852
00100000,0.956098,0.510337,0.984219,0.989695,24.8242,0.194135,0.510337,0.476352,1.16338
00110000,0.96988,0.510337,0.989522,0.991532,16.4612,0.128733,0.510337,0.514921,1.15867
00120000,0.967867,0.510337,0.985965,0.990265,20.8219,0.162835,0.510337,0.495405,1.16478
00130000,0.958885,0.510337,0.985465,0.989769,22.1579,0.173283,0.510337,0.485247,1.18002
00140000,0.969338,0.510337,0.986293,0.990542,20.3981,0.159521,0.510337,0.496028,1.165
00150000,0.968951,0.510337,0.987383,0.990779,19.6025,0.153299,0.510337,0.501996,1.14572
00160000,0.963608,0.510337,0.982405,0.989037,27.1055,0.211975,0.510337,0.482727,1.15667
00170000,0.968022,0.510337,0.986746,0.989937,20.668,0.161631,0.510337,0.510955,1.17949
00180000,0.966551,0.510337,0.988165,0.990024,19.5186,0.152643,0.510337,0.522235,1.1404
00190000,0.972048,0.510337,0.988423,0.991169,18.9107,0.147888,0.510337,0.510845,1.09325
00200000,0.967015,0.510337,0.98516,0.989506,22.12,0.172987,0.510337,0.496144,1.10479
00210000,0.96415,0.510337,0.984799,0.990261,23.5416,0.184104,0.510337,0.484739,1.10737
00220000,0.955246,0.510337,0.981878,0.985101,26.9011,0.210376,0.510337,0.528722,1.11218
00230000,0.968409,0.510337,0.986102,0.990497,21.4997,0.168136,0.510337,0.495148,1.1044
00240000,0.972745,0.510337,0.986956,0.991055,20.242,0.1583,0.510337,0.501415,1.11087
00250000,0.971506,0.510337,0.987059,0.990849,21.2272,0.166005,0.510337,0.499915,1.11042
00260000,0.969261,0.510337,0.985798,0.990605,22.9369,0.179375,0.510337,0.490503,1.18069
00270000,0.966086,0.510337,0.986217,0.990123,21.9688,0.171804,0.510337,0.492643,1.15308
00280000,0.974448,0.510337,0.988799,0.991865,18.4216,0.144063,0.510337,0.50386,1.19576
00290000,0.973984,0.510337,0.989222,0.991688,18.127,0.141759,0.510337,0.509728,1.17789
00300000,0.968099,0.510337,0.985272,0.990694,24.6692,0.192922,0.510337,0.489734,1.21752
