global_step,accuracy,accuracy_baseline,auc,auc_precision_recall,loss,average_loss,label/mean,prediction/mean,train_time
00010000,0.880217,0.510337,0.950878,0.956358,36.7248,0.287201,0.510337,0.515392,0.587849
00020000,0.938831,0.510337,0.989229,0.989188,21.1534,0.165427,0.510337,0.454762,0.593308
00030000,0.95935,0.510337,0.992657,0.99265,15.1932,0.118816,0.510337,0.476647,0.59259
00040000,0.976461,0.510337,0.993314,0.993619,11.5531,0.0903495,0.510337,0.505607,0.592982
00050000,0.9753,0.510337,0.992897,0.993558,12.695,0.0992797,0.510337,0.497364,0.603212
00060000,0.978784,0.510337,0.992921,0.993531,12.7787,0.0999341,0.510337,0.51383,0.595903
00070000,0.979094,0.510337,0.992259,0.993329,13.606,0.106404,0.510337,0.503919,0.598165
00080000,0.977933,0.510337,0.991865,0.993163,14.5248,0.113589,0.510337,0.502322,0.604108
00090000,0.973906,0.510337,0.991391,0.993138,15.9296,0.124575,0.510337,0.494781,0.594465
00100000,0.977933,0.510337,0.991733,0.992997,15.3041,0.119684,0.510337,0.502878,0.596036
00110000,0.977545,0.510337,0.9919,0.993271,15.4936,0.121165,0.510337,0.499937,0.596846
00120000,0.980565,0.510337,0.992825,0.993695,14.9425,0.116856,0.510337,0.513444,0.595238
00130000,0.977623,0.510337,0.991143,0.992902,16.9164,0.132292,0.510337,0.498949,0.599228
00140000,0.962834,0.510337,0.988164,0.991631,23.8558,0.186561,0.510337,0.479878,0.600173
00150000,0.971971,0.510337,0.989169,0.99193,20.3328,0.15901,0.510337,0.493794,0.599716
00160000,0.97801,0.510337,0.990641,0.992574,17.7157,0.138544,0.510337,0.502077,0.602268
00170000,0.963686,0.510337,0.98602,0.990389,25.0374,0.195801,0.510337,0.481496,0.598231
00180000,0.974758,0.510337,0.989753,0.992163,19.1387,0.149671,0.510337,0.496293,0.596189
00190000,0.976461,0.510337,0.990012,0.992479,18.959,0.148266,0.510337,0.497654,0.606117
00200000,0.974293,0.510337,0.990105,0.992464,19.5258,0.152699,0.510337,0.495799,0.598316
00210000,0.9777,0.510337,0.990366,0.992602,18.8077,0.147083,0.510337,0.500715,0.596246
00220000,0.97832,0.510337,0.991005,0.9925,18.2891,0.143028,0.510337,0.514813,0.592362
00230000,0.977468,0.510337,0.990117,0.992535,19.11,0.149447,0.510337,0.499715,0.59537
00240000,0.975687,0.510337,0.989923,0.992389,20.1851,0.157855,0.510337,0.497128,0.573104
00250000,0.977778,0.510337,0.990444,0.992664,19.5177,0.152635,0.510337,0.501131,0.588148
00260000,0.979249,0.510337,0.990296,0.992167,19.6213,0.153446,0.510337,0.508584,0.571384
00270000,0.970887,0.510337,0.987718,0.991411,23.5565,0.18422,0.510337,0.491411,0.570223
00280000,0.977236,0.510337,0.989682,0.992162,20.7165,0.16201,0.510337,0.49846,0.568074
00290000,0.979713,0.510337,0.990355,0.992546,19.8215,0.155012,0.510337,0.504335,0.571159
00300000,0.976307,0.510337,0.990388,0.992398,20.0357,0.156686,0.510337,0.504767,0.574831
