global_step,accuracy,accuracy_baseline,auc,auc_precision_recall,loss,average_loss,label/mean,prediction/mean,train_time
00010000,0.841056,0.521632,0.906449,0.91487,67.0035,0.534548,0.478368,0.451119,2.51959
00020000,0.854557,0.521632,0.920249,0.927703,74.1858,0.591848,0.478368,0.455989,2.48168
00030000,0.867751,0.521632,0.920906,0.929737,84.4103,0.673418,0.478368,0.43635,2.46268
00040000,0.86683,0.521632,0.915936,0.92543,96.9271,0.773276,0.478368,0.455103,2.47964
00050000,0.870819,0.521632,0.922419,0.930206,102.578,0.818361,0.478368,0.464157,2.48118
00060000,0.870512,0.521632,0.923405,0.932964,93.143,0.743086,0.478368,0.440785,2.51203
00070000,0.874501,0.521632,0.92458,0.937675,104.141,0.830826,0.478368,0.431627,2.49498
00080000,0.879718,0.521632,0.919835,0.929957,101.274,0.807951,0.478368,0.465995,2.49006
00090000,0.872047,0.521632,0.923939,0.935485,99.1781,0.791233,0.478368,0.456958,2.47323
00100000,0.874195,0.521632,0.922883,0.935834,104.646,0.834856,0.478368,0.442124,2.46573
00110000,0.875729,0.521632,0.922523,0.936893,127.445,1.01675,0.478368,0.431878,2.52104
00120000,0.880025,0.521632,0.922312,0.934597,107.302,0.856048,0.478368,0.454696,2.5006
00130000,0.87849,0.521632,0.925691,0.935977,100.087,0.798486,0.478368,0.45684,2.47382
00140000,0.880638,0.521632,0.923848,0.935358,109.421,0.872947,0.478368,0.460026,2.45403
00150000,0.876649,0.521632,0.928238,0.937743,108.104,0.862448,0.478368,0.454263,2.47485
00160000,0.880638,0.521632,0.922399,0.932652,114.838,0.916166,0.478368,0.45466,2.48459
00170000,0.879104,0.521632,0.924236,0.938626,123.707,0.986927,0.478368,0.429852,2.49903
00180000,0.873888,0.521632,0.919008,0.931539,124.979,0.997074,0.478368,0.43879,2.45737
00190000,0.879104,0.521632,0.916766,0.932992,124.266,0.991385,0.478368,0.43714,2.48621
00200000,0.881559,0.521632,0.918045,0.936345,136.996,1.09294,0.478368,0.426847,2.47351
00210000,0.886775,0.521632,0.926739,0.941343,129.612,1.03403,0.478368,0.431596,2.47255
00220000,0.884934,0.521632,0.919073,0.931855,145.171,1.15816,0.478368,0.45237,2.50147
00230000,0.884934,0.521632,0.918882,0.932545,150.803,1.2031,0.478368,0.45103,2.48962
00240000,0.879411,0.521632,0.92159,0.933644,133.568,1.06559,0.478368,0.45105,2.44253
00250000,0.876956,0.521632,0.918546,0.934551,154.472,1.23237,0.478368,0.425253,2.47154
00260000,0.888002,0.521632,0.924959,0.938358,127.569,1.01773,0.478368,0.441539,2.48573
00270000,0.886161,0.521632,0.930008,0.938521,101.29,0.808085,0.478368,0.462384,2.50515
00280000,0.881252,0.521632,0.921039,0.937262,131.378,1.04812,0.478368,0.424066,2.5149
00290000,0.883093,0.521632,0.924282,0.936982,116.327,0.928047,0.478368,0.447662,2.47546
00300000,0.877877,0.521632,0.921934,0.937699,153.015,1.22074,0.478368,0.44031,2.46238
