global_step,accuracy,accuracy_baseline,auc,auc_precision_recall,loss,average_loss,label/mean,prediction/mean,train_time,test_time
00010000,0.778784,0.510337,0.867785,0.870567,60.1074,0.470062,0.510337,0.452353,0.488226,1.2e-05
00020000,0.803639,0.510337,0.902545,0.907659,53.2828,0.416691,0.510337,0.579032,0.366912,1.2e-05
00030000,0.848548,0.510337,0.92783,0.932929,45.3512,0.354663,0.510337,0.481305,0.366958,1.1e-05
00040000,0.87108,0.510337,0.943074,0.948001,39.9272,0.312245,0.510337,0.503418,0.359358,1.4e-05
00050000,0.878049,0.510337,0.954756,0.959162,38.4852,0.300968,0.510337,0.442504,0.365639,1.3e-05
00060000,0.897251,0.510337,0.963174,0.966713,32.5576,0.254612,0.510337,0.537062,0.360487,1.1e-05
00070000,0.912582,0.510337,0.969168,0.972251,29.2326,0.22861,0.510337,0.519474,0.370067,1.4e-05
00080000,0.917151,0.510337,0.973215,0.975765,27.7401,0.216938,0.510337,0.542278,0.363559,1.2e-05
00090000,0.926907,0.510337,0.977031,0.979046,25.3445,0.198203,0.510337,0.485409,0.36208,1.3e-05
00100000,0.930856,0.510337,0.97976,0.981413,24.1676,0.189,0.510337,0.477567,0.364653,1.3e-05
00110000,0.922338,0.510337,0.980894,0.982902,25.8847,0.202428,0.510337,0.572704,0.366934,1.4e-05
00120000,0.942547,0.510337,0.982697,0.984285,21.0834,0.16488,0.510337,0.522213,0.384123,2.1e-05
00130000,0.94247,0.510337,0.98357,0.984899,20.9425,0.163778,0.510337,0.485803,0.417361,1.3e-05
00140000,0.946961,0.510337,0.984195,0.985671,19.6689,0.153818,0.510337,0.515938,0.398135,1.3e-05
00150000,0.948355,0.510337,0.984768,0.98617,19.2494,0.150537,0.510337,0.500999,0.395668,1.3e-05
00160000,0.95091,0.510337,0.985709,0.987142,18.8848,0.147686,0.510337,0.525908,0.399883,1.7e-05
00170000,0.950368,0.510337,0.986255,0.987383,18.6256,0.145659,0.510337,0.48984,0.401149,1.6e-05
00180000,0.955478,0.510337,0.986805,0.987998,17.6678,0.138169,0.510337,0.503789,0.400522,1.8e-05
00190000,0.954859,0.510337,0.98662,0.988161,17.8973,0.139964,0.510337,0.522435,0.39925,1.2e-05
00200000,0.954162,0.510337,0.986839,0.988258,17.9131,0.140087,0.510337,0.492281,0.409246,1.2e-05
00210000,0.952071,0.510337,0.987223,0.988594,18.6746,0.146043,0.510337,0.481483,0.354095,1.6e-05
00220000,0.957956,0.510337,0.987511,0.98894,17.1273,0.133942,0.510337,0.502264,0.36591,1.4e-05
00230000,0.958885,0.510337,0.987722,0.989154,16.8002,0.131384,0.510337,0.506713,0.365104,1.2e-05
00240000,0.955246,0.510337,0.98745,0.988989,18.1666,0.14207,0.510337,0.48709,0.368017,1.2e-05
00250000,0.958033,0.510337,0.987471,0.989064,17.2792,0.13513,0.510337,0.499008,0.434481,1.6e-05
00260000,0.955556,0.510337,0.987537,0.989255,18.4812,0.14453,0.510337,0.484181,0.468868,1.8e-05
00270000,0.957801,0.510337,0.987743,0.989442,17.5924,0.137579,0.510337,0.491476,0.456147,2.2e-05
00280000,0.956252,0.510337,0.987493,0.989371,18.0837,0.141421,0.510337,0.489467,0.465933,1.6e-05
00290000,0.958653,0.510337,0.988111,0.989706,17.3222,0.135466,0.510337,0.523933,0.445623,1.2e-05
00300000,0.960356,0.510337,0.987923,0.989746,17.1798,0.134352,0.510337,0.500483,0.520594,1.9e-05
