global_step,accuracy,accuracy_baseline,auc,auc_precision_recall,loss,average_loss,label/mean,prediction/mean,train_time
00010000,0.779946,0.510337,0.874662,0.885514,57.928,0.453018,0.510337,0.451946,0.326677
00020000,0.844677,0.510337,0.923926,0.931529,45.214,0.35359,0.510337,0.511337,0.326579
00030000,0.886798,0.510337,0.952443,0.95814,35.9143,0.280863,0.510337,0.506392,0.320196
00040000,0.909872,0.510337,0.965707,0.970514,31.1212,0.243379,0.510337,0.526134,0.32493
00050000,0.917538,0.510337,0.968141,0.973518,31.3323,0.24503,0.510337,0.489423,0.324786
00060000,0.930004,0.510337,0.975193,0.979349,28.257,0.22098,0.510337,0.485581,0.327841
00070000,0.930623,0.510337,0.975775,0.980162,27.3749,0.214082,0.510337,0.508243,0.322969
00080000,0.937592,0.510337,0.976327,0.98069,28.6093,0.223735,0.510337,0.493549,0.327851
00090000,0.940612,0.510337,0.979197,0.983153,26.6944,0.20876,0.510337,0.512043,0.325831
00100000,0.948664,0.510337,0.980127,0.984209,26.4466,0.206822,0.510337,0.494215,0.327315
00110000,0.949516,0.510337,0.980907,0.984637,26.1072,0.204167,0.510337,0.496612,0.318289
00120000,0.947658,0.510337,0.980544,0.984268,26.6839,0.208678,0.510337,0.507367,0.327607
00130000,0.954317,0.510337,0.981046,0.984789,26.7004,0.208807,0.510337,0.502091,0.328802
00140000,0.950445,0.510337,0.980923,0.985068,27.874,0.217985,0.510337,0.510633,0.325405
00150000,0.95393,0.510337,0.980372,0.984801,27.6819,0.216482,0.510337,0.507075,0.332722
00160000,0.953388,0.510337,0.981766,0.985737,28.7523,0.224853,0.510337,0.50746,0.326108
00170000,0.946496,0.510337,0.97864,0.983499,31.555,0.246771,0.510337,0.499385,0.327192
00180000,0.951297,0.510337,0.980429,0.98491,30.56,0.23899,0.510337,0.502328,0.325799
00190000,0.953852,0.510337,0.980652,0.985578,30.9411,0.241971,0.510337,0.490034,0.31964
00200000,0.952304,0.510337,0.979153,0.984284,33.09,0.258776,0.510337,0.493403,0.325328
00210000,0.954859,0.510337,0.980623,0.985022,31.0092,0.242503,0.510337,0.508513,0.325932
00220000,0.953697,0.510337,0.980051,0.985132,33.3917,0.261135,0.510337,0.497319,0.326273
00230000,0.954317,0.510337,0.980265,0.985222,33.1212,0.25902,0.510337,0.506699,0.327756
00240000,0.949826,0.510337,0.978984,0.983867,33.6665,0.263284,0.510337,0.505522,0.326257
00250000,0.950523,0.510337,0.977018,0.98279,37.4005,0.292485,0.510337,0.500278,0.327797
00260000,0.954239,0.510337,0.979688,0.984582,35.1888,0.275189,0.510337,0.509132,0.333662
00270000,0.950678,0.510337,0.976167,0.983186,38.7938,0.303382,0.510337,0.492336,0.329501
00280000,0.948587,0.510337,0.975792,0.983206,41.2218,0.32237,0.510337,0.483719,0.324697
00290000,0.951607,0.510337,0.978939,0.983997,36.7141,0.287118,0.510337,0.518773,0.322665
00300000,0.950445,0.510337,0.976544,0.983553,41.7687,0.326646,0.510337,0.491242,0.32713
