global_step,accuracy,accuracy_baseline,auc,auc_precision_recall,loss,average_loss,label/mean,prediction/mean,train_time
00010000,0.879365,0.510337,0.950022,0.955201,36.9402,0.288886,0.510337,0.532899,0.630379
00020000,0.917383,0.510337,0.974336,0.977508,26.9158,0.210492,0.510337,0.54099,0.62621
00030000,0.938908,0.510337,0.979795,0.982752,22.8517,0.178709,0.510337,0.5022,0.641751
00040000,0.944019,0.510337,0.98218,0.985406,22.7158,0.177646,0.510337,0.488262,0.640238
00050000,0.936121,0.510337,0.983468,0.985668,23.7855,0.186011,0.510337,0.544617,0.64342
00060000,0.94549,0.510337,0.984345,0.987025,22.4848,0.17584,0.510337,0.52921,0.635143
00070000,0.945645,0.510337,0.984348,0.987059,24.3846,0.190696,0.510337,0.53815,0.631626
00080000,0.952226,0.510337,0.981428,0.986269,25.8653,0.202276,0.510337,0.485422,0.639954
00090000,0.949516,0.510337,0.981463,0.985386,26.6345,0.208291,0.510337,0.506188,0.638624
00100000,0.956717,0.510337,0.982886,0.986867,25.6052,0.200242,0.510337,0.501085,0.633789
00110000,0.95873,0.510337,0.983391,0.987696,25.1637,0.196789,0.510337,0.502825,0.638723
00120000,0.956485,0.510337,0.981975,0.986916,26.9668,0.21089,0.510337,0.504855,0.647705
00130000,0.949051,0.510337,0.976201,0.985111,35.7263,0.279393,0.510337,0.472641,0.640912
00140000,0.944561,0.510337,0.973374,0.984043,39.7535,0.310887,0.510337,0.463541,0.643516
00150000,0.94549,0.510337,0.976485,0.982857,33.8748,0.264913,0.510337,0.500805,0.640797
00160000,0.962214,0.510337,0.983822,0.987813,25.3732,0.198428,0.510337,0.510714,0.637563
00170000,0.959969,0.510337,0.982886,0.987262,26.2644,0.205398,0.510337,0.509171,0.635204
00180000,0.949748,0.510337,0.980034,0.984692,29.1171,0.227706,0.510337,0.511192,0.647701
00190000,0.961053,0.510337,0.982714,0.987992,26.3528,0.206089,0.510337,0.493553,0.623529
00200000,0.956175,0.510337,0.980367,0.987545,31.0479,0.242806,0.510337,0.478465,0.629325
00210000,0.964073,0.510337,0.98285,0.988241,27.2382,0.213012,0.510337,0.495553,0.620395
00220000,0.964305,0.510337,0.983467,0.988547,25.4896,0.199338,0.510337,0.49524,0.625911
00230000,0.954162,0.510337,0.982533,0.985824,28.4747,0.222682,0.510337,0.526499,0.606608
00240000,0.960279,0.510337,0.982028,0.987928,27.4334,0.21454,0.510337,0.487205,0.615943
00250000,0.965776,0.510337,0.983973,0.988502,24.9665,0.195247,0.510337,0.502964,0.631297
00260000,0.960434,0.510337,0.984518,0.988475,24.5265,0.191806,0.510337,0.502652,0.634025
00270000,0.965466,0.510337,0.9847,0.988888,24.1631,0.188964,0.510337,0.504035,0.683864
00280000,0.959659,0.510337,0.981668,0.988101,29.2361,0.228637,0.510337,0.484013,0.682978
00290000,0.962989,0.510337,0.981671,0.98734,27.313,0.213597,0.510337,0.495781,0.64504
00300000,0.962911,0.510337,0.981683,0.98812,27.8757,0.217998,0.510337,0.488724,0.650184
