global_step,accuracy,accuracy_baseline,auc,auc_precision_recall,loss,average_loss,label/mean,prediction/mean,train_time
00010000,0.700039,0.510337,0.800929,0.807791,71.6323,0.56019,0.510337,0.595468,0.135332
00020000,0.74549,0.510337,0.828874,0.840971,65.3055,0.510713,0.510337,0.479516,0.131714
00030000,0.755168,0.510337,0.839593,0.852071,63.1441,0.49381,0.510337,0.516538,0.127041
00040000,0.755323,0.510337,0.843025,0.856016,63.4097,0.495887,0.510337,0.462705,0.134238
00050000,0.758188,0.510337,0.849899,0.863415,62.2929,0.487153,0.510337,0.557293,0.130273
00060000,0.763686,0.510337,0.849582,0.862977,61.5394,0.48126,0.510337,0.528367,0.129563
00070000,0.763608,0.510337,0.851451,0.863653,61.3917,0.480105,0.510337,0.479339,0.129921
00080000,0.76384,0.510337,0.848414,0.860047,61.6088,0.481803,0.510337,0.498701,0.131221
00090000,0.766008,0.510337,0.853138,0.865238,60.822,0.47565,0.510337,0.504348,0.125495
00100000,0.773829,0.510337,0.859732,0.871838,60.3676,0.472096,0.510337,0.471053,0.132995
00110000,0.759117,0.510337,0.860089,0.872789,63.5691,0.497133,0.510337,0.414296,0.14955
00120000,0.779636,0.510337,0.863567,0.876148,59.0983,0.46217,0.510337,0.496652,0.139543
00130000,0.777778,0.510337,0.863349,0.875817,58.9557,0.461055,0.510337,0.513768,0.140118
00140000,0.781649,0.510337,0.865613,0.877125,58.671,0.458828,0.510337,0.50669,0.130848
00150000,0.767557,0.510337,0.867218,0.879398,61.6078,0.481795,0.510337,0.422522,0.132748
00160000,0.778475,0.510337,0.862401,0.874161,59.2366,0.463252,0.510337,0.506291,0.137417
00170000,0.784979,0.510337,0.869225,0.881144,58.1083,0.454428,0.510337,0.52814,0.125946
00180000,0.780798,0.510337,0.868326,0.880973,58.7753,0.459644,0.510337,0.552801,0.13342
00190000,0.787534,0.510337,0.871815,0.884395,57.8079,0.452079,0.510337,0.540595,0.149515
00200000,0.783353,0.510337,0.871968,0.884146,58.0872,0.454263,0.510337,0.468992,0.140478
00210000,0.786218,0.510337,0.873278,0.885634,57.4937,0.449622,0.510337,0.479778,0.139759
00220000,0.794115,0.510337,0.874516,0.887155,57.0603,0.446233,0.510337,0.530756,0.125964
00230000,0.788773,0.510337,0.874685,0.886802,57.4686,0.449425,0.510337,0.545697,0.124421
00240000,0.783895,0.510337,0.872984,0.884242,58.0494,0.453967,0.510337,0.55331,0.12461
00250000,0.790708,0.510337,0.87719,0.889611,56.9134,0.445084,0.510337,0.473868,0.125433
00260000,0.788386,0.510337,0.878833,0.891016,57.3236,0.448292,0.510337,0.562597,0.123448
00270000,0.790863,0.510337,0.876378,0.887813,57.2304,0.447563,0.510337,0.471636,0.133568
00280000,0.795122,0.510337,0.877385,0.889621,56.381,0.44092,0.510337,0.520538,0.140972
00290000,0.798297,0.510337,0.878504,0.889544,56.2091,0.439576,0.510337,0.508065,0.125426
00300000,0.787147,0.510337,0.879213,0.89109,57.6584,0.45091,0.510337,0.449911,0.12616
